Шаг оригинал	Описание	Перевод шага	Перевод описания
"И в таблице ""%1 ИмяТаблицы"" я перехожу к строке содержащей подстроки
	|'Наименование'|
	|'Товар1'|"	Переход к строке таблицы, когда значения колонок заданы не полностью, а подстрокой	"Và trong bảng ""%1 TênBảng"" tôi chuyển đến dòng có chứa chỉ dẫn
 |'TênGọi'|
 |'HàngHóa1'|"	Chuyển đến dòng có của bảng, khi giá trị của cột được xác định không đầy đủ, còn bằng chỉ dẫn
"И в таблице ""%1 ИмяТаблицы"" я перехожу к строке:
		| Наименование |
		|    Товар1    |"	Переход к нужной строке данной таблицы. Если обернуть значение с помощью символа $, тогда значение будет взято из переменной Контекст. Если $$, тогда из КонтекстСохраняемый.	"Và trong bảng ""%1 TênBảng"" tôi chuyển đến dòng:
  | TênGọi |
  |    HàngHóa1    |"	Chuyển đến dòng cần thiết của bảng này. Nếu trả lại giá trị bằng ký tự $, khi đó giá trị sẽ được lấy ra từ biến Ngữ cảnh. Nếu $$, khi đó từ NgữCảnhĐãLưu.
И в таблице "%1 ИмяТаблицы" я снимаю флаг "%2 ИмяФлага"	Устанавливает флаг в Ложь	Và trong bảng "%1 TênBảng" tôi bỏ dấu hộp kiểm "%2 TênHộpKiểm"	Đặt dấu hộp kiểm ở giá trị Sai
И в таблице "%1 ИмяТаблицы" я снимаю флаг с именем "%2 ИмяФлага"	Устанавливает флаг в Ложь	Và trong bảng "%1 TênBảng" tôi bỏ dấu hộp kiểm có tên gọi "%2 TênHộpKiểm"	Đặt dấu hộp kiểm ở giá trị Sai
И в таблице "%1 ИмяТаблицы" я удаляю строку	Удаление строки	Và trong bảng "%1 TênBảng" tôi xóa dòng	Xуa dтng
И в таблице "%1 ИмяТаблицы" я устанавливаю флаг "%2 ИмяФлага"	Устанавливает флаг в Истина	Và trong bảng "%1 TênBảng" tôi đặt dấu hộp kiểm "%2 TênHộpKiểm"	Đặt dấu hộp kiểm ở giá trị Đúng
И в таблице "%1 ИмяТаблицы" я устанавливаю флаг с именем "%2 ИмяФлага"	Устанавливает флаг в Истина	Và trong bảng "%1 TênBảng" tôi đặt dấu hộp kiểm có tên gọi "%2 TênHộpKiểm"	Đặt dấu hộp kiểm ở giá trị Đúng
И в Таблицу "%1 ИмяТаблицы" в поле "%2 ИмяПоля" я ввожу значение переменной "%3 ИмяПеременной"	Вставка значения ранее сохраненной переменной в реквизит	Và trong bảng "%1 TênBảng" trong trường "%2 TênTrường" tôi sẽ nhập giá trị biến "%3 TênBiến"	Chèn giá trị của biến đã lưu trước đó vào mục tin
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" неравно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" giá trị trong cột "%2 TênCột" không bằng giá trị "%3 "	Kiểm tra, trong văn bản dạng bảng giá trị trong cột bằng tham số đã truyền
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" равно значению "%3 "	Проверяет, что в табличном документе значение в колонке равно переданному параметру	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" giá trị trong cột "%2 TênCột" bằng giá trị "%3 "	Kiểm tra, trong văn bản dạng bảng giá trị trong cột bằng tham số đã truyền
И в табличном документе "%1 РеквизитТабличныйДокумент" значения в колонке "%2 ИмяКолонки" соответствуют условию "%3 равно" "%4 10"	Проверяет, что в табличном документе значение в колонке соответствует условию. Можно использовать числа.	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" giá trị trong cột "%2 TênCột" phù hợp với điều kiện "%3 bằng" "%4 10"	Kiểm tra, trong văn bản dạng bảng giá trị trong cột tương ứng với điều kiện. Có thể sử dụng số.
И в табличном документе "%1 РеквизитТабличныйДокумент" я делаю двойной клик на текущей ячейке	Делает двойной клик на текущей ячейке табличного документа	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" tôi kích đúp chuột vào ô hiện tại	Kích đúp chuột tại ô hiện tại của văn bản dạng bảng
И в табличном документе "%1 РеквизитТабличныйДокумент" я перехожу к ячейке "%2 R4C2"	Делает нужную ячейку табличного документа активной	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" tôi chuyển đến ô "%2 R4C2"	Làm cho ô cần thiết của văn bản dạng bảng trở nên hiện hoạt
И в табличном документе "%1 РеквизитТабличныйДокумент" ячейка с адресом "%2 АдресЯчейки" равна "%3 ЗначениеЯчейки"	Проверяет значение ячейки с указанным адресом.	Và trong văn bản dạng bảng "%1 MụcTinVănBảnDạngBảng" ô có địa chỉ "%2 ĐịaChỉÔ" bằng "%3 GiáTrịÔ"	Kiểm tra giá trị ô với địa chỉ đã chỉ ra.
